text,labels
Ontario CAN Ottawa http BREAKING NEWS 238 Earthquake Today Bay Area earthquake damages Napa County Airpor…,3
XKCD predicted the future! http   San Francisco California,8
LIVE:  coverage of the California earthquake: http,7
Chile awakens to see 90% of damages post massive earthquake of last night are concentrated in far-north cities of Iquique and Antofagasta. .,3
"Quake rocks California wine country, dozens injured  via   http",0
8.2 earthquake in Chile.  Hopefully he is ok.,6
California earthquake aftermath: Buildings destroyed ... http,3
Pretty cool. Jawbone Up data shows how many people woke up during Sunday's Napa earthquake http,7
happy birthday mom i love u so much thank u for everything heart suit,8
T S U N A M I H A W A I I COASTS HAZARD TO SWIMMERS BOATERS &amp; PERSONS NEAR SHORE AT BEACHES &amp; HARBORS THREAT CONTINUES SEVERAL HRS …,5
Chile earthquake   Linda Perry   Don Baylor   Tumblr Pro   Tiger Woods   Amy Schumer   Champions League   Best...  http,8
Cena familiar :) (at  w/ 2 others) http,8
California Highway Patrol checking crossings and bridges for obvious signs of structural integrity after quake -,3
T T P issued video of attack that killed Major Sanaullah and other Pak Army Officers Peshawar Bleeds Pakistan http,8
"wow, Leaders of Argentina, Chile &amp; Brazil in the 1970s &amp; today. http v",8
Massive earthquake strikes Chile http C B S,7
Damage from Napa Quake car under rubble at Third and Brown streets http,3
"Pictures of the day: 2 April 2014: Polar bears, Chile earthquake and a chainsaw in an x-ray     http",7
"Quake Rocks California Wine Country, Dozens Injured http",0
Why California doesn't have an early earthquake warning system and Japan and Chile do. http S Fearthquake,7
Video: K K F send relief goods for Balochistan Earthquake Victims Relief By K K F M Q M Pakistan,4
"Biggest quakes by magnitude in California: By The Associated Press California, where a quake and fire devastated... http",7
[Emergency Mgmt] 2 Lessons from the California Earthquake http,7
"Watch   Sal Army responds to 8.2 Chile Earthquake, PA's flea market, next Supermarket Sweep! Watch: http",7
Drone video of earthquake damage in Napa: http,7
had a 10 second warning before Sunday’s Napa earthquake. Why didn’t everyone else? http,5
If you really want to help    http,4
lock27 in Santiago de Chile. From Ohio USA with love to Craftbeer Going International http,6
"USGS reports a M3.1  7km NW of The Geysers, California on 8/25/14 @ 17:16:54 UTC http",7
Chile earthquake 2014 - Amazing footages terremoto en chile! TSUNAMI http,7
"Napa Quake Aftermath: Engineering Expert Blasts Napa, California Building ... - CBS Local | http",3
Pray For Chile due to an 8.6 earthquake that just hit.,6
Teachable Moment - Magnitude 7.7 Earthquake in Pakistan http,7
http Earthquake Earthquake Today Earthquake California Napa earthquake California Earthquake San Francisco Earthquake U…,8
Niners' game vs. Chargers still on after Napa earthquake http,7
Pakistan-# India peace process must help alleviate Kashmiri sufferings/HR abuses: we can't have Hamlet without Prince of Denmark!,8
keep calm and let it grow okz,8
Desperate evacuating Chile risk of  check video of collective hysteria Pray For Chile Fuerza Chile http,7
"Hoosiers share scary stories of surviving Northern California earthquake: By Eric LevyINDIANAPOLIS, Ind. (Aug.... http",7
My first thought when reading about the earthquake on California:  http http,6
Our thoughts go out to the residents of Napa and surroundings at time when neighbors matter most,6
KKF Send Relief Goods For Balochistan Earthquake Victims    http,4
Let's trust him. God has reasons. We just have to believe him. Pray For Chile person frowningperson bowing,6
I'm taking over coverage of the  from downtown. The damage looks striking in person. http,3
BREAKING: 8.0 mag  in Chile and 6.2 mag aftershock. World Vision evacuating communities in affected areas.,2
"Please Help the Earth Quake Victims directly, Instead of Pakistani Army or Government",4
"California USA Vallejo http BREAKING NEWS 355 earthquake Earthquake in California Napa shaken, Bay Area st…",7
Here's an animation of our tsunami forecast model for tonight's Chile tsunami.  The advisory remains in effect... http,7
"""@cnnbrk:5deaths reported in 8.2magnitude earthquake that hit off coast of northern Chile. http",0
One dead several injured as bus overturns in Orangi Town: KARACHI: A man was killed and severa... http,0
4) Northern California earthquake: Blue-collar Vallejo hit hard. Story by   http Gate Breakers,7
"VIDEO- Napa earthquake a big blow to California wine industry: Tyler Dahl looks over a $16,000 barrel of pinot... http",7
Insured losses from Napa earthquake could reach $1B: Eqecat http,7
[ Luiis_3x ] Skaters Make Best of Napa Earthquake by Shredding Buckled Streets: To quote Jurass... http [ Luiis_3x ],7
"You little shit, you didn't tweet me today and I've missed u a lot!!! broken heartbroken heartbroken heart",8
This could be the future of earthquake warnings in California http via,7
"Top News: California earthquake reminds vintners, merchants of fragility of Napa's success - Washington Post http",7
After Napaquake  is collecting donations at all of its stores for Napa Co.animal shelters and will ma…,4
"M6.7 - 81km NE of L'Esperance Rock, New Zealand  2013-09-30 14:55:54 JST  http   http",7
Former top NRC inspector says shut Diablo Canyon California due to earthquake threats http via,7
"Hi Bryan! I'm ok, thanks. The earthquake was at the north part of Chile and I'm not near there. Thanks for …",7
"Tsunami Hits Chile , 5 Dead in Magnitude-8.2 Quake - http Chile Earthquake",0
there's been some chaos going on around the world. please keep those affected in your thoughts &amp; prayers.  folded hands#PrayForChile Pray For Fort Hood,6
How the California Earthquake Will Affect Wine Prices - ABC News (via   http,7
Drone footage shows Napa quake damage:  http via,3
Top trending topic on Twitter is Chile - the atheist  loons are gnashing their teeth right about now.  Tl…,6
Our thoughts are with all those affected by the  Wishing friends &amp; businesses quick recoveries.  Napa,6
God please keep everyone safe.,6
Can't believe that Chile was struck with another earthquake. Stay strong Pray For Chile folded handscrying face,6
*hella California   This photo is very California.   http,8
"According to UNDP Earthquake Update: Death toll rises to 515 |  Balochistan ,  Quetta ,  Awaran  Pakistan",0
6.2 earthquake with two aftershocks sui far in California. Happy honeymooning dad and krista ;),7
"Islamabad's persistent Close Door Policy, Disallowing Int'l Aid Agencies to Rescue, Relief &amp; Rehabilitate Earthquake …",7
M 3.4 - Caribean Sea Puerto Rico [Culebra Municipio] Culebra: Preliminary Earthquake Report:  D... http,7
"2.0 magnitude  42 km from Hilo, HI, United States.http://t.co/iVmZohl4EL",7
"Breaking: USGS reporting another quake in Baluchistan. This time 6.8, 14km depth. 27.263N, 65.587E Pakistan",7
"Chile, we are praying for you! Pray For Chile http",6
My heart is with all those affected by the enormous  in Chile. Thinking and praying for you all. Xo,6
"【#USGS Breaking】 M 1.4, 48km N of Inyokern, California http Past Hour",7
"2 shelters open for  Crosswalk Cmnty Church, 2590 1st St, N A P A &amp; Florence Douglas Cntr, 333 Amador St, V A L L E J…",4
I laughed so hard when I saw how you painted his horrible pink GD hair in black xDDDDDDDD,8
Thoughts and prayers go out to all those affected by yesterday's earthquake in Napa California http,6
Praying for  fck earthquakes!,6
WATCH LIVE:  reports some 83 people are at the  evacuation shelter in Napa. http,2
"South Napa Earthquake Woke Up Many, Fitness Trackers Reveal: Data scientists at Jawbone, which makes the UP an... http",7
Pakistan’s quake-hit area jolted my massive aftershock http Earthquake,7
At least 12 dead in powerful new Balochistan earthquake: officials:            A... http,0
A very Californian way of dealing with the 6.0 earthquake in Napa overnight (via  http,7
"Pakistan Air Force dropping relief supplies over Awaran, Baluchistan - after the devastating earthquake. http",4
so sad to hear about the earthquake to Chile Pray For Chile,6
"Nooooooooo  ""What About The Wine?!"" re Napa, California, M6.1 quake, via   http",8
"Napa Quake update: at least 120 people reported to have been injured; 3 in critical condition, including child http",0
"How to teach… earthquakes: An earthquake has hit Northern Chile, causing thousands of people to be... http",7
Significant amounts of drone footage on local TV station about the Napa earthquake aftermath. http,7
"From what I gather, Southern California hasn't had a major earthquake in quite some time. I move there in January. Prepare yourselves.",7
"U S For many Californians, cost of earthquake insurance outweighs the risks: NAPA Calif (Reuters) - Du... http Reuter",8
California wine country quake losses seen in the billions http,3
C H I L E se transforma en trending topic mundial tras el  8.2 Richter. http http,7
"We were pleased to donate 8,000 gallons of water to help our Napa/Vallejo Salvation Army partners w  relief http",4
Drop like an  face with tears of joy with Jordyn Carboni ! RORO AND SOPHY    http,8
Chile: ACT Preliminary Appeal: Chile - Support to earthquake affected - CHL141 http,6
Thousands of California's brick buildings 'will come down' in quake shaking     http,3
"Napa earthquake hastens calls for warning system: NAPA, Calif. (AP) — The earthquake that jolted... http Breaking News",7
"Earthquake M 3.2, 59km NNW of Charlotte Amalie, U.S. Virgin Islands: Saturday, September 28, 2013 05:44:32 UT... http",7
"After Quake, Napa Winemakers React to Shaking, Then Assess Damage http",3
Here's how the Napa earthquake affected Jawbone UP wearers in the Bay Area. http http,3
Napa earthquake's timing left many fumbling in dark http,7
Blast in Peshawar in a bus. 17 dead. Whats happening with security of KPK? What is P T I doing? This is so sad.  :( Pakistan,0
"A 2.6 magnitude earthquake occurred 2.49mi SE of San Fernando, California. Details: http Map: http",7
"Be it France or UK, Muslim Girls are fighting 4 their Rights 2 wear Hijab in Schools/Colleges, but in Pakistan its the opp…",8
BREAKING: Scientists confirm California quake attributed to vegan hot dogs being served at Levis Stadium.,7
LATEST  Over 200 people with injuries flooded Napa's ER following  --  http,0
VIDEO: Thousands of dollars in wine lost in Napa earthquake: Winemakers in Napa Valley woke up to thousands of... http,3
"To all the dogs and cats in Chile without a home during the earthquake, you're in my prayers every night two hearts Pray For Chile",6
"India &amp; Pakistan, Aman Ka Lora  Enough said.",8
Why The Earthquake Near San Francisco Is Just The Start Of The Shaking In California http,7
"The SF Bay Area shook last night from an earthquake, but the GoPro Grand Prix is on. Our thoughts go out to our Bay Area friends…",6
I think New Island off-shore Gwadar cud help Pakistan make a case in U N for water boundary extension. Any Experts on International Laws??,7
"U S G S M 2.8, 67km NNW of Charlotte Amalie, U.S. Virgin Islands http",7
Bureau of Investigative Journalism launches major project: 'Naming the Dead' in Pakistan Drone Strikes  http,8
News California Even buildings with seismic retrofits damaged in Napa earthquake: City officials in Napa had... http,3
"A California earthquake caused injuries, power outages and fires yesterday, AP reports http http",0
"Hey brother, do you still believe in one another",8
"Thank you for your well wishes about Napa earthquake, open for business thanks to our amazing hard working staff. HB http",6
"More devastation in Mashakhel, Awaran as new 7.2 magnitude  hits, days after a temblor in the same region left…",7
Please help us find missing white large dog Lee-chan http Sendai Japan. one of the two loyal,8
Napa Quake story! Magnitude-6.0 quake rattles California wine country http,7
[bqt92_bot] Richard Koshimizu's lecture “The World Gang Association”　http://t.co/9zw28XndCQ,8
"Adult Porn S T D California wine country rocked by 6.0 quake, dozens hurt: NAPA Calif. (Reuters) - A 6.0 magn... http",0
“@JuicyJaaae: Drop like an earthquake!”,8
"Napa region needs your help!  WFFF team encourages you to eat, drink &amp; play in Napa after   http",4
Napa earthquake: Bay Area major faults quiet after largest quake since Loma Prieta: http via,7
Northern California earthquake is the strongest in 25 years - CNN: CNNNorthern California earthquake is the st... http,7
YIKES! Before &amp; after the earthquake this weekend in Na... http Northern California Napa S A N Franci…,7
this reflects these times that the damage from a disaster  becomes a playground,3
Earthquake Strikes Northern California - ABC News http,7
Earth Observing E O Pakistan Satellite Imagery Shows Pakistan Island That Emergd Aftr Huge Earthquake http,7
"Earthquake Sismo M 1.0 - 4km NW of The Geysers, California: Time2014-08-27 03:45:05 UTC2014-08-26 20:45:05 -... http",7
"I lost my tv,laptop,xbox 360,xbox one, and Elgato during the earthquake I had in Napa,California.. It was a 6.1 earthquake on August 24,2014",7
"""@TheIslamicUmmah: Pakistan scrambles to reach quake victims http Aljazeera Inna Lillah wa inna ilayhi rajioon"" Ameen",7
"Temblorhot springs M 2.6, 22km ENE of Soledad, California http Earthquake Sismo",7
Team Follow Back California Quake Warning System Delayed by Lack of Funding http Auto Followback,7
Pray For Chile massive destruction. let's pray for them.,6
How the California Earthquake Will Affect Wine Prices http,7
"Let's keep Chile, Ecuador &amp; Peru in our thoughts and prayersfolded hands http Chile Earthquake",6
"Thanks for all good wishes, my country is beautiful and strong Chile Earthquake  Fuerza Norte De Chile Fuerza Chile…",6
"4.3 earthquake! Wed Apr 09 07:20:10 CDT 2014 near 24km N of Iquique, Chile http",7
http Chile quake evacuation under way - Chile earthquake,2
One more call from Allah; ab tou sudhar jao Pakistanio! Earthquake,6
"→ USA http → Scores of aftershocks from Napa earthquake felt, more on the way USA → Officials have warned the public to b…",5
Its efficacious wood keeps us safe from disaster yet brick from dated chimneys cause such damage in California http,7
Northern California braces for aftershocks after magnitude 6.0 earthquake     # http,7
Pic-9 K K F send relief goods for Balochistan Earthquake Victims Relief By K K F M Q M Pakistan http,4
"Another large quake (7.4M) strikes the N. coast of Chile again. 6 miles deep, no threat of tsunami.",7
damage.  Broken  and other problems K T V U @ 10:29p http,3
The Napa earthquake woke this many Jawbone Up wearers | The Verge http,7
B R E A K I N G Aftershock rattles area of California hit by earthquake http,7
no you didn't. :c  Pray For Chile http,7
The deadliest earthquakes in Asia since 2010 http via,7
Earthquake Chile - 5 people have now been reported as killed (2 heart attack) and 3 in a landslide -  http,0
"""Jawbone Looks At UP Data To See How Many Were Woken Up By The Napa Earthquake"" http",7
Emergency director on Chilean TV: Precautionary evacuations for coastal areas of Chile after magnitude 7.8 earthquake -,2
"【NO NATO, NO WAR!! WE DONT KILL FOR YOU NO MORE!!  http",8
"RIP in little one! body of a  killed in Peshawar Church Blast was recovered today during cleaning, acc to BBC urdu. …",0
More napa earthquake F N R http,8
"Urgent Prayer Request: 8.2 mag earthquake with Tsunami warnings and watches for Chile, Ecuador and Peru. Please  ht…",6
¤ http 877 California earthquake California earthquake prompts calls for early-warning system mandari6  Ca…,5
"Captain, N. California Cleaning Up After Strongest Quake in 25 Years http",7
"Strong California quake shakes famed wine country: NAPA, Calif. (AP) — The San Francisco Bay Area'... http",7
Did you feel yesterday's 6.0  in CA? Help our friends at  collect data by completing their survey! http,4
"(News) Final warning: Raise salaries or face contempt charges, IHC tells government http Islamabad Pakist…",8
"Gov Brown declares Napa earthquake zone a disaster area, NY Times reports. http",7
Officials: No immediate threat of tsunami along U.S. coasts found after major quake near Chile: http,5
Get all the details on the strong 6.0-magnitude earthquake that hit California overnight: http http,7
The Lord is near to the broken-hearted Pray For Chile,6
Northern California rattled by magnitude-6.0 earthquake; governor ... http,7
"M 1.1, Northern California http",7
"Imagery: Damage Assessment for Gajar Area, Awaran District, Balochistan Prov. Pakistan (9/26/13 22:00GMT)  http",3
BREAKING: A major 7.0 earthquake has just struck Peru after a magnitude 6.0 quake hit California earlier today,7
"Listening to reports from S F Bay Area re: damage from 6.0  ...roads, some bldg damage. PG&amp;E outages: 50k+ custo…",3
"U S A Headlines Napa earthquake could cost insurers $2.1B, but cat bonds likely safe http",7
"[Bay Area Biz Talk] Napa earthquake: Wineries open, catastrophe experts descend on quake zone http",3
Me when earthquake drops..#SNL    http,8
Pray For Chile everyone pray for the people in chile ... they need us heart suit  this,6
California hit with worst quake in 25 years: New images emerge of widespread damage in California. More than 200 people were injured ...,3
"One Again, heavy Earthquake in Hyderabad S Indh, Awaran Sindh and Baluchistan",7
"After Napa earthquake, authorities warn that a big aftershock remains possible http",7
"Questions and answers about cause, aftershocks of magnitude-6.0 Northern California quake http",7
"All ""Baloch Political Parties"" &amp; all ""Baloch Armed Group"" appeal to International'Orgs to help the victims of earthquake in …",4
U N O help refused by Pakistan. They always Refuse. They care not. Death toll rises to 350 in quake-hit Balochistan http,0
"Female Pillion-rider killed by unknown assailants in Lahore - News Tribe: Geo News, PakistanFemale P... http",8
i hate my LIFE,8
W A Pen Skaters Make Best of Napa Earthquake by Shredding Buckled Streets http,7
"6.1 Magnitude Earthquake Wakes Up San Francisco denizens! 120 injured, 1000s without Power, $100 million in damages  http",0
Here's how the Napa earthquake affected Bay Area sleepers. http http,7
"Napa earthquake damage, insurance losses could hit $4B http",7
Awe    More businesses &amp; buildings damaged by the Napa Quake http,3
→ USA http → Strong Earthquake Shakes Bay Area in California USA → An earthquake with a preliminary magnitude of 6.0 was …,7
"The quantified quake - Jawbone Up data shows exactly where and when Napa earthquake woke people up, or didn't http",7
"Q U E T T A: At least 421 people have been killed, 21 thousand houses affected due to  in Balochistan, Chairman NDMA says.",0
"always u ignore ur beliebers,we love u so good luck ily",8
A magnitude 6.0 earthquake in California. It was so powerful it knocked Arnold Schwarzenegger off his housekeeper. - Da…,8
State of emergency in Napa http Earthquake Insurance For The Policyholder Property Damage Law Blog California,7
News: Wasted: Napa Wineries Soaked in Losses After Quake: Winemakers in California's storied Napa Valley ... http T U,3
There's a 99% chance a strong earthquake will happen in California before 2038: http,5
Texas USA McAllen http  BREAKING NEWS 694 earthquake Northern California braces for aftershoc…,7
"6.7  133km ENE of L'Esperance Rock, New Zealand",7
T S U N A M I WARNING CANCELLED for all areas.  TSUNAMI ADVISORY remains in effect for State of Hawaii. P T W C http,5
Prayers going out to the people of Chile this am. 8.1 magnitude earthquake struck. tsunami evacuations in place.,6
Chile earthquake moment caught on camera http Occupy O W S  Occupy H Q Grass Roots,7
Earthquake damage in Oakville   http,3
"Pray For Chile Fuerza Chile Stay strong, my brothers. You'll get though this just like you did 4 years ago. http",6
A new  has struck the southwestern Pakistani province of Balochistan | Developing story: http,7
"Update: 220 injuries, 1 critical, 16 more bldgs red-tagged, over 100 yellow-tagged http http",0
"Earthquake: M 2.9, Northern California: Tuesday, August 26, 2014 00:02:34 UTCMonday, August 25, 2014 05:02:34 PM at epicenterDepth: 7...",7
Bird's-Eye View: Napa Quake damage as seen from drone above http http,7
Surveillance Video Shows Dog Bolting From South Napa Quake: http via  N L N California,7
"Napa earthquake: Hundreds hurt, dozens of buildings condemned after 6.0 jolt - Bennington Banner http",0
"Death nums rises to 400, may ALLAH rest their souls,",6
Mario Andretti recounts Sunday's earthquake in Napa -- his 3rd California earthquake: http,7
Skaters Rip on California Terrain Transformed by Earthquake: After what has been called the worst... http,7
Napaquake shows potential for  early warning systems. Read our story on  grant for early warnings: http,7
"Karachi: Magnitude 7.2 earthquake jolts different parts of Sindh, Balochistan,Awaran Pakistan",7
Wineries and other businesses in Northern California's wine country assess damage after today's earthquake http,3
"Chile was recently hit with not one, but two powerful earthquakes back to back.  Pray For Chile",5
Rafi Swagger Full Episode:  GMA 8/24: Northern California Hit By 6.0 Magnitude Earthquake: Famous... http Rafi Swagger,7
"USA » NEWS » http HOT NEWS 570 earthquake Scores of aftershocks from Napa earthquake felt, more on the way…",7
Army as usual the first ones to reach for rescue operations here in Balochistan.,7
No California tsunami expected from 7.8 Chile quake aftershock - Los Angeles Times http,7
Poor Balochistan already squeezed from all sides is again victim of huge  :(,7
"Biggest quakes by magnitude in California: California, where a quake and fire devastated the city of San Franc... http",3
Khi:We need volunteers to support our rescue teams in  affected areas of Balochistan. Pls contact at 0321274215.,4
My prayers go to the victims of the earthquake and tsunami that recently hit Chile. May God bless them heart suitheart suitheart suit,6
My thoughts w/ everyone involved in  Thank you to the rescue workers!,6
Really can't Beleive there was another earthquake in Chile.flushed face Wow. Just sad. confused face,6
May ALLAH give them strength who's family/relatives dead in  my prayers r with them! pensive face,6
"USGS reports a M1.06  19km ENE of Lone Pine, California on 8/26/14 @ 17:53:15 UTC http",7
Netanyahu announces California earthquake payback for anti semites &amp; self-haters preventing God's boat from docking in oakland.,7
This is the most California thing http,8
✪  6.0 earthquake shakes Northern California: Cop who killed Michael Brown starte... http,0
A strong  rattled California's wine country and damaged historic buildings: http http,3
Northern California braces for aftershocks after magnitude 6.0 earthquake - Fox News   http,7
Is the 'Big One' coming? U S G S California Mountain View   San Andres San Jose Fremont http,8
"What? 8.3 magnitude? It's worse than I experienced. I experienced 7.2, but I can't imagine having 8.3 magnitude. Pray For Ch…",6
What Fitness Trackers Revealed About The South Napa Earthquake http,7
"After the Napa earthquake, should California consider a warning system? http via  http",5
Pray For Chile  Stay strong and never lost hop,6
"Hey  &amp; all other fans from C H I L E, I am praying for you guys! X O",6
"--&gt;   CM Punjab, Punjab Govt donate Rs 100m to Prime Minister's Balochistan Earthquake Relief Fund Pakis…",4
The Federal Reserve must help rebuild our earthquake stricken region with 0 percent disaster loans repayable over 30 y…,7
THX for  of   help forum http,4
S E O Jawbone Up data reveals 2014 South Napa earthquake kept many people up all night http,7
Civil servants supporting Napa earthquake relief are impressive. Great to see them rise to the occasion.,4
Officials estimate 6.0 earthquake that hit California's wine country caused $1 billion in damage. 150 homes and buildings unsafe to occupy.,3
"M 1.4, Southern Alaska http",7
Willie Brown will present Napa Valley Unified School District ... with a check from Raiders to assist in efforts to reco…,4
August 24 2014: 7.0 earthquake Peru + 6.7 in Chile + 6.0 in California + Iceland erupting = major unrest occurring  http,7
Jawbone Looks At UP Data To See How Many Were Woken Up By The Napa Earthquake http,7
What's with the Balochistan CMs and the UK? Balochisan Earthquake,8
Another  of 6.8 magnitude.,7
5-10 people killed by  in strikes on consecutive days in Pakistan. As yet none of their names are known: http,8
Expect aftershocks after the   Usually less violent than main quake but can damage weakened structures.,5
Pray For Chile Chile  Chile Earthquake Fuerza Norte De Chile Amazon lanza un aparato para ver videos en streaming en televisores,7
"On 30th September, 2009 - A 7.9 magnitude  strikes just off the coast of Sumatra, killing around 1,100 in Indonesia.",0
Napa Valley College reports no significant damage from the earthquake and will be open Monday for regularly scheduled class…,7
A ships maiden voyage had to be christened by a box of Franzia Chardonnay yesterday thanks to the quake in Napa Valley.,7
State of Emergency After Northern California Shaken by Biggest Earthquake in 25 Years - ABC News http via,7
Akansha_ Gautam India Indian Strongest Earthquake in 25 Years Hits Northern California http Surya Ray  Sharma Sudhansu,7
"USGS reports a M1.05  15km ENE of Coachella, California on 8/25/14 @ 18:23:47 UTC http",7
"Bay Area residents spring into 'earthquake preparedness' mode following quake: After the Napa earthquake, many... http",7
A state of emergency is in place in California's wine country after a 6.0 quake: http http,7
Two more islands have emerged off the Balochistan coast after the earthquake - http Pakistan,7
Huge Earthquake Off Chile http,7
"Question for P M L N Drmalik Baloch + P M N S, Is Balochistan Earthquake on the agenda of your govt? Pakistan Balochistan",8
"Quake: M 2.3 - 6km S of Yountville, California",7
"Intresting trend on Twitter:  India, Lets Have Aman Ki Asha With Taliban Too, Earthquake, Balochistan Pakistan",8
"Deputy Speaker Balochistan Assembly Abdul Qudoos Bizenjo says 1000 died in  40K houses damaged, 300k people affected",0
Massachusetts USA Fall River http  BREAKING NEWS 193 Chile Earthquake Experts: Strict building codes saved lives in power…,7
Is this my Country we dreamed4? Why V r afraid2take action 4these B..ds Where Is Humanity K P K Pakistan http,8
"Miracle always happen,Keep praying I hope you guys safe  Pray For South Korea  Pray For Sinabung  Pray For N T T Pray For Nigeria Pray For Chile",6
First night in Northern California and I slept through an earthquake unamused face,7
This graph shows how many Jawbone Up users were woken up by the Napa earthquake http via,7
God bless those who have been caught in the chile earthquake! So Sad disappointed face RIP the victims who have passed...,6
"This  is only 4 days old, men have started  it already   B B C http",7
(♥EudryLantiqua♥) N. California Earthquake Damage Could Reach $1B: Northern California i... http (♥EudryLantiqua♥),3
“@CellarPass: Our hearts are broken seeing the damage  in Napa.    Trefethen nee…,6
"hits home. One local felt the quake, one is keeping his family in his prayers.   http",6
Mostly Earthquake affected area in Balochistan is under influence of B L A causing difficulty in rescue process.,7
"Kuril Islands    (GMT) M 5.3, Kuril Islands http",7
Wave of deadly attacks spell gloom for Taliban peace talks  Pakistan http,8
"Residents, businesses accessing damage by magnitude-6.0 Napa earthquake -  NAPA From Napa to American Canyon to... http",3
Everyone Pray For Chile Now Now Now,6
"BREAKING: Tsunami warning issued for parts of Chile's coast after large aftershock offshore, government says",5
"USGS reports a M1.47  3km ESE of El Cerrito, California on 8/27/14 @ 19:29:22 UTC http",7
My heart and my prayers are with all affected by this disaster!! Pray For Chile,6
thats life so accept it Pray For Chile,6
diamond suit http 193    diamond suit earthquake  diamond suit Napa earthquake of 2014 http,7
Nearly a billion dollars of wine lost to California Earth Quake http http,3
Girls start lemonade stand to help with  relief http http,4
( Cero ) Full Episode:  World News 8/24: Earthquake Damage in Napa: Quake leaves thousands without ... http ( Cero ),3
NOW a 7.8 earthquake on LAND in CHILE!! This one may be the worst yet. News coming in now.,7
The  is currently going furiously through Peruvian beaches (Tacna and Lima)... Stay strong and safe Peru and Chile !,6
California winemakers cleaning up after quake http http,7
Field hockey...           http,8
"Believe it or not, but the 6.0 earthquake in California did some damage at wineries all across Napa. via  http",3
"Will the Earthquake of Things disrupt the earthquake we've all grown accustomed to? As always, California is the pioneer.",8
"USA » NEWS » http HOT NEWS 713 earthquake Dozens injured, 3 critically, after strong earthquake in Califo…",0
"Quake aftershocks damage Napa bridge, force lane closure http",3
"【#USGS Breaking】 M 5.1, Southeast Indian Ridge http Past Hour",7
More than 300 killed in Pakistan earthquake http,0
Thank you to all I you who have contacted us regarding our friends in Chile and the recent earthquake. As far as... http,6
→ USA http → Northern California Struck by 6.0 Magnitude Earthquake USA → A 6.0 magnitude earthquake woke u…,7
"Guard, two dacoits killed in robbery attempt in Karachi http Karachi Pakistan",8
"No reports of injuries to missionaries, members following Napa quake Church News Mormon  http via",0
"We have been on a 1m tsunami alert all morning, from the Chile earthquake",5
"I really like graphs, and this one is pretty good - The Napa earthquake woke this many Jawbone Up wearers http",6
"2 shelters open for  Crosswalk Cmnty Church, 2590 1st St, N A P A &amp; Florence Douglas Cntr, 333 Amador St, V A L L E J O …",4
Indeed! Terrible human tragedy. What we see on tv is only 40% of the plight of Baloch ppl. Awaran Earth Quake,6
"Chile Earthquake: 5 Dead, Several Seriously Injured http",0
K K F send relief goods for Balochistan Earthquake victims M Q M http Relief By K K F via,4
"hope you all OK, we jus seen reports ov big earthquake off chile coast...",6
Napa authorities use RC copter to inspect damaged building  http,3
"they said bali will face a big wave. its effect from chile earthquake. well, maybe this is my last word :D Pray For Chile",6
Earthquake Lights: Mysterious Flashes Of Light Appear During Napa Earthquake http Napa Quake,7
"UPDATE: Map shows ground zero for 8.0 shaker in Iquique, Chile http http",5
South Napa Earthquake Cracks Open New Fears of ‘The Big One’ http Truth Info Wars,7
My thoughts and prayers for all those affected by earthquake in Pakistan. May the world come together and help them,6
"Dozens injured, 6 critically, after strong earthquake in California",0
And again I felt it,7
Chile Indonesia save us God.. save Ternate and Malang pls,6
Plz help the victims of  hit areas of Awaran &amp; Kech by depositing your donations at the donation camp of Pk M A P.,4
One of the youngest victims of the Napa Earthquake speaks to ABC in Sacramento. He was buried under bricks for an hour before help arrived.,7
"""@VeengasJ: Awaran is looking for help. Balochistan""",4
$ANFGF Chile rocked by massive earthquake http,7
"Earthquake shakes downtown Napa, damages buildings: http via",3
SHINee invade Chicken Story S H I Nee Chile. http,8
Chile,5
B R E A K I N G: Tsunami warning/watches cancelled for all areas except for C H I L E  and P E R U  Tsunami warning continues for CHILE a…,5
"This is a new  magnitude 7.2, aftershocks can be recorded hours later Pakistan - Chief Meteorologist  Tauseef Alam Pakistan",7
By the Numbers: Napa Earthquake's Impact http,7
"Okay, so the earthquake in california that i was in is waaaay less scary than the fucking Ferguson pigs. Nobody died.",7
"If someone is dying from dehydration, do you give them water or pray for them...yep, that's the point I'm making...#PrayForCh…",8
Pray For Chile My prayers and thoughts with them. God keep them safe folded hands,6
USA » NEWS » http HOT NEWS 125 earthquake Even buildings with seismic retrofits damaged in Napa earthquake…,3
2014/08/25 06:54: Cleanup Efforts Underway after Major Earthquake in California  http,3
"MT  VIDEO: ""My mother was killed by a US  http  Pakistan War Costs",0
Im sure u know but the guys in HIM are fine from the Chile Earthquake. It happened 15mins b4 show time but they played :),7
California  piles stress on dangerous Hayward Fault? | NewScientist   http,7
"we miss you so much,   your beautiful smilers are with you heart suit",8
Chile Tsunami: Anti-riot police deployed to help prevent looting and recapture 300 women who escaped from prison http,8
"→ USA http → Napa damaged, more than 100 hurt in Northern California quake → Welcome to the new http",0
UPDATE: Earthquake in California's Napa Valley near San Francisco injures at least 211 http,0
'Awaiting Aid: People affected by Balochistan Earthquake face growing problems as response teams struggle to help' http,4
Napa earthquake: Bay Area major faults quiet after largest quake since Loma Prieta http,7
Check out Earthquake Causes Damage In The Bay Area on  http,3
"Losses From California Quake Could Top $1 Billion: Early Sunday morning, Franz Oehler's house blew apart. http",3
