tweet_id	tweet_text	label
'512290595373850624'	@bradfordlit Remnants of Hurricane Odile. We (Phoenix) braced for it but missed us. Hit hard by Norbert, tho. Hope no one was hurt in SD.	infrastructure_and_utilities_damage
'511993514695995393'	RT @inquarters14: RT @RedCross: To check on loved ones in #Baja impacted by #Odile, contact State Department's Overseas Citizen Services at…	missing_trapped_or_found_people
'512163860720001025'	Advisory #029 Watches/Warnings [kmz] - Tropical Storm ODILE (EP5/EP152014) http://t.co/SWXafE1gwF	caution_and_advice
'514604065674649600'	Please help Toni, Terry and Gary Marcer!  Almost $7k already raised after hurricane Odile!  http://t.co/ihMzKaRd9G	donation_needs_or_offers_or_volunteering_services
'511452360921448448'	Hurricane Odile makes landfall on Mexican coast: Residents and tourists take shelter as wea... http://t.co/kIDEnU9ANR #XTweather @DrJoop	displaced_people_and_evacuations
'511650808111198208'	@Bill_Adams :( Los Cabos International Airport after hurricane Odile paid a visit..  http://t.co/G80OAHkILs”	infrastructure_and_utilities_damage
'511890232514326529'	Could mystery enterovirus be in AZ?-NFL brings in Dom Violence help; Odile could b n ordeal for AZ; Colossal Squid down under on @KSLX 8am	not_related_or_irrelevant
'511591788885196800'	(#Diime_Daniiel) A Path of Hurricane Odile's Destruction, Seen Through Instagram: Hurricane O... http://t.co/LUgOb2C07D (@Diime_Daniiel)	other_useful_information
'512319253580890112'	RT @fabybee: #BCS needs help!!!! #Odile left devastaded #LaPaz and #LosCabos!!! 2 days with out light service.	donation_needs_or_offers_or_volunteering_services
'512046399626551296'	@alannaerogers hello were you at Cabo Azul during the hurricane? Did it sustain any damage?	other_useful_information
'512256206652465152'	@kgun9 News @ 5:  The onslaught of Odile today. @AprilMadisonWX @ErinSaidItWould @StellaInger @GuyAtchleyKGUN9 #KGUN9 http://t.co/kUoJ4r1Lmg	infrastructure_and_utilities_damage
'514597738441637888'	RT @anasaracano: @pewdiepie #brotag HELP REBUILD BCS #ODILE #HELPLOSCABOS #HELPREBUILDBCS http://t.co/0S4HBgRiy3	donation_needs_or_offers_or_volunteering_services
'511468582749097985'	Worried,Prayers out going to all in the area, especially my parents, brother, and niece.. No word yet from them.. #HurricaneODILE #LosCabos	sympathy_and_emotional_support
'511647383890182144'	Check out these damage photos out of Cabo San Lucas, Mexico as Hurricane Odile slammed into the coast overnight.... http://t.co/h5u4f0YRur	other_useful_information
'511558337620893696'	RT @JWatson_Wx: #Hurricane shelter in the #Hilton ballroom in #CaboSanLucas. #Odile Pic via Instagram user iullumin8D http://t.co/tzs3yJ7xVG	displaced_people_and_evacuations
'511858261155266560'	Heartbreaking damage in Los Cabos includes the International Airport #odile #cabo #loscabos http://t.co/OmyL0LUDew	infrastructure_and_utilities_damage
'511593471665537024'	RT @wittier9 A Path of Hurricane Odile's Destruction, Seen Through Instagram http://t.co/3tQOb0UASZ #PleaseRT http://t.co/DM5mbAeeXF	other_useful_information
'511676780348862464'	Los Cabos hammered by Hurricane #Odile, sparking looting. Widespread damage. 1,000 troops deployed to disaster area. https://t.co/6KZHITjqv0	infrastructure_and_utilities_damage
'511592151411482624'	A Path of Hurricane Odile's Destruction, Seen Through Instagram: Hurricane Odile came asho... http://t.co/OZ1wZFZLRc #startup #JoyCookPR	caution_and_advice
'514240709675991042'	@agnamihira revisa y RT Help map damage in #BajaCalifornia from #Hurricane #Odile http://t.co/qTz8cuRXWP  #DonateYourTime @DigitalGlobe	infrastructure_and_utilities_damage
'511710591833370625'	Hoping @RockAndBrews San Jose is making it through #Odile .  Prayers with everyone in the San Jose del Cabo area!	sympathy_and_emotional_support
'511528906885586945'	Hurricane Odile makes landfall on Mexican coast: Residents and tourists have spent the night in shelters and h... http://t.co/OfEd90h3t9	displaced_people_and_evacuations
'511591711307354113'	A Path of Hurricane Odile's Destruction, Seen Through Instagram http://t.co/yxXWamHSdM (Tweet.Error)	other_useful_information
'512310779500982272'	RT @jschecker9: #Odile is on its way! Follow @kgun9 weather team of @ErinSaidItWould and @AprilMadisonWX for up to minute forecasts: http:/…	caution_and_advice
'514500327391756288'	Hurricane Odile Causes Major Damage in Baja, Mexico Affecting Travel to the Region | Scuba Diving http://t.co/uATWklPrNZ via @scubadivingmag	infrastructure_and_utilities_damage
'511685640329515008'	RT @rapplerdotcom: Hurricane Odile leaves trail of destruction in Mexico http://t.co/TM9bEJKWt6	infrastructure_and_utilities_damage
'511590780310286336'	#Jumia A Path of Hurricane Odile's Destruction, Seen Through Instagram: Hurricane Odile came... http://t.co/Wp9EgZ0DkV #Mashable Comment	other_useful_information
'511598712280588288'	#Habs #HollyoaksAutumnTrailer #HurricaneODILE #HipHopRealSkillsVol2 check it outὐAὐA https://t.co/t6MtKOYpHF UK HIP HOP	not_related_or_irrelevant
'511686123018403840'	RT @JenDelgadoTWC: Holidaymakers take shelter after #Mexico is battered by #Hurricane #Odile http://t.co/hSQ4sqfWr1 #baja	other_useful_information
'511917290326343680'	@lindatran thanks to info from @lynnhb and link looks like help is coming to get stranded folks out of there http://t.co/0KFLXg71pE	donation_needs_or_offers_or_volunteering_services
'511996903169728512'	I need help. My mom and her sisters were down in the Cabo for the hurricane. Not heard from since yesterday AM. Best way to post on twitter?	missing_trapped_or_found_people
'511908419889270785'	RT @CaptBobLB: @theIRC Los Cabos Mexico needs help - no food to buy - no water - no electricity after #HurricaneODILE	donation_needs_or_offers_or_volunteering_services
'511590682431979521'	[Mashable] A Path of Hurricane Odile's Destruction, Seen Through Instagram: Hurricane Odile came ashore over C... http://t.co/vGF7VDBwQC	infrastructure_and_utilities_damage
'511654136044339201'	RT @StarTribune: Hurricane Odile leaves 'extensive' damage to homes, hotels, businesses in Baja California http://t.co/nLjVWHnZCQ	infrastructure_and_utilities_damage
'511670467925532673'	RT @kari5150: @sammyhagar What can we do to help the ppl of #cabo? How can we help get aid, food &amp; water to the area?   #HurricaneODILE	donation_needs_or_offers_or_volunteering_services
'511991893618855936'	@thepointsguy HELP! Trip booked to Cabo in Oct hotel unsure when reopening after hurricane everything booked with points&amp;miles! Suggestions?	other_useful_information
'511880790645678080'	We look at some of the hotels in #Cabo that sustained damage during #HurricaneODILE http://t.co/jHWjVc7QF3 #Odile http://t.co/gtpPpN6D2N	infrastructure_and_utilities_damage
'511592353174282242'	A Path of Hurricane Odile's Destruction, Seen Through Instagram: Hurricane Odile came ash... http://t.co/YbBPTRw0na #marijuana #cannabis	infrastructure_and_utilities_damage
'511456164278575104'	Locals, tourists ride out Hurricane Odile in Baja: Residents and tourists hunkered down in shelters a... http://t.co/2QsZyX2vbI #seattle	displaced_people_and_evacuations
'511590620352094208'	A Path of Hurricane Odile's Destruction, Seen Through Instagram http://t.co/nuPYmajJii #socialmedia #mktg	infrastructure_and_utilities_damage
'511924874973962240'	@10News Why do we to have more news on the Odile Hurricane disaster in Cabo?? Where is the HELP from the US?	donation_needs_or_offers_or_volunteering_services
'511652097314799616'	Taking stock after #Odile: photos accompanying first reports from the area include one of badly damaged Los Cabos International Airport. LG	infrastructure_and_utilities_damage
'511963492883001344'	Grupo Aeroportuario’s Operations Hurt by Hurricane Odile – Analyst Blog http://t.co/PgeCLzOPL1	donation_needs_or_offers_or_volunteering_services
'512319772441448448'	RT @NWTravelers: Mexico's Los Cabos airport still mostly closed after Hurricane #Odile damage. @AlaskaAir extends no-penalty flight changes…	infrastructure_and_utilities_damage
'511612961245245440'	I liked a @YouTube video http://t.co/gWhkCvpWms RAW: Hurricane Odile Damages After landfall &amp; Hits Baja California - Cabo San Lucas	infrastructure_and_utilities_damage
'512069287683436544'	THANK YOU to the amazing staff at Palmilla One&amp;Only in #cabo for helping us evacuate Sunday ahead of #odile. Praying for all your families!	sympathy_and_emotional_support
'511962139532095488'	IMAGES: Hurricane leaves path of destruction in Los Cabos: Hurricane Odile blazed a trail of destruction through... http://t.co/Rsz2h9mcbi	infrastructure_and_utilities_damage
'516661367173316608'	Tomorrow we will be serving $5 pints of Strand &amp; El Segundo Brewing beers &amp; donating the proceeds to help those affected by Hurricane Odile	donation_needs_or_offers_or_volunteering_services
'511640935533252609'	#Gilbert Storm Preparation for storms from hurricane Odile. Sand bags and help are available here.: http://t.co/3Des4cKyHo	donation_needs_or_offers_or_volunteering_services
'511592333234544640'	( ! #Axeliito_x3 ! ) A Path of Hurricane Odile's Destruction, Seen Through Instagram: Hurr... http://t.co/5F9cApq1Kp - $ #WizKhalifa $ -	other_useful_information
'511685842641756160'	Resorts report damage from Hurricane Odile: The Westin Los Cabos and the Sheraton Hacienda del Mar bot... http://t.co/d3l3Xno5KV #Travel	infrastructure_and_utilities_damage
'511998235607449600'	Our thoughts and prayers go out to all of our partners in Cabo San Lucas and everyone affected by Hurricane Odile.	sympathy_and_emotional_support
'512317201630904320'	#Southwest #AirTran #AlaskaAirlines have rescue flights for mid-afternoon today (Sept 17) at #sanlucas #sjd #RiuSantaFe #hurricaneodile	other_useful_information
'511674864005296130'	=NET NEWS TODAY MALTA SHIP SINKS 500 DEAD=LOGIC 679-500=WEBDICT179END C START D CYCLONE=LINKSPUZZLE C NOTES=LINKS HURRICANE ODILE 835 MILES	injured_or_dead_people
'511690065941000192'	DTN USA: Hurricane Odile Leaves Trail of Destruction in Baja Peninsula: Hurricane Odile made landfall in Cabo ... http://t.co/XWZ0eQF85C	infrastructure_and_utilities_damage
'511595478694117376'	RT @Murad72R: A Path of Hurricane Odile's Destruction, Seen Through Instagram: Hurricane Odile came ashore over Cabo San Luc... http://t.co…	other_useful_information
'511939701285339136'	Weakening Odile pushes up Mexico’s Baja California, Mexico’s government said late Monday night that army and commerc…http://t.co/hFlvtol7xT	caution_and_advice
'512192019566198784'	This is not a movie! these pictures show the big damages of #LosCabos #BajaCalifornia #Mexico after #Odile https://t.co/TRTVETVd09	infrastructure_and_utilities_damage
'512285080555761667'	@Skilling how does the rain from Odile impact the drought stricken areas of the SW?	other_useful_information
'511871494821928960'	@HillaryClinton Thousands of Americans in danger in Baja after #Odile without emergency services and water. Please help	donation_needs_or_offers_or_volunteering_services
'511640608323403777'	Our thoughts and prayers go out to all of those who were affected by the destruction that #Odile caused in #CaboSanLucas.	sympathy_and_emotional_support
'511643363469053953'	#jesusfresz Hurricane Odile Slams Mexico's Baja California: Hurricane Odile leaves 'extensive' damage to homes, hotels, b...  @jesusfresz	infrastructure_and_utilities_damage
'511892001646579712'	Hurricane Odile Sends Residents, Tourists to Shelters as It Makes Landfall - ABC News http://t.co/NkbrO0fSr8 via @ABC	displaced_people_and_evacuations
'511595715454599168'	A Path of Hurricane Odile’s Destruction, Seen Through Instagram http://t.co/JEyDzmNe7B Hurricane Odile came as... http://t.co/6rQYZKM6CX	other_useful_information
'511498685449240576'	RT @CabosNews: Stay safe Debcab &amp; Cabby -Thoughts an prayers from Panamá, love you guys!! #hurricaneodile #stormsurge #loscabos ... http://…	sympathy_and_emotional_support
'511592984979460098'	#messagemelocal A Path of Hurricane Odile's Destruction, Seen Through Instagram: Hurricane Odile came ashore o... http://t.co/pXKAikR0Ub	other_useful_information
'511646816064901120'	Hurricane Odile causes massive damage in Cabo San Lucas, Mexico. This is the airport. http://t.co/Z0AJJz9OEA	infrastructure_and_utilities_damage
'512177266810306560'	RT @John_Henson: Have you the devastation Hurricane Odile wreaked on Cabo San Lucas? They desperately need help. Please give whatever you c…	donation_needs_or_offers_or_volunteering_services
'514127428332318720'	UM MY HOMEROOM TEACHER WAS TALKING ABOUT A HURRICANE IN CABO? MY BOYFRIEND WAS IN CABO LAST TIME I HEARD FROM HIM? HE'S DEAD I KNOW IT	injured_or_dead_people
'511605224641810432'	I was just in this pool... RT @mashable: Hurricane #Odile's destruction of the Baja http://t.co/irkuZCLU9Z http://t.co/hWRegDj7AS	infrastructure_and_utilities_damage
'511973504955060224'	So sad that the place we made so many memories at has been damaged by the #hurricaneodile… http://t.co/ZuJ1WdHPVB	infrastructure_and_utilities_damage
'513725103369388032'	RT @CabosNews: #loscabos #mexico #cabostrong #hurricaneodile #cabobucketchallenge #help #donate by lboggeano http://t.co/gFfqWnQDoK	donation_needs_or_offers_or_volunteering_services
'511592290691710976'	#information A Path of Hurricane Odile's Destruction, Seen Through Instagram: Hurricane Odile ... http://t.co/RedH6LDvGw #mashable #news	infrastructure_and_utilities_damage
'511561640899514368'	PHOTO: Collage of damage from #Hurricane #Odile - http://t.co/n3h0FOSzxn via en_miradas on Instagram	infrastructure_and_utilities_damage
'511593888822624256'	RT @HumanityRoad: MT @TwittnRob #NeedsOdile = Suggested Hash tag for those who need to report URGENT needs related to #HurricaneOdile #Odil…	donation_needs_or_offers_or_volunteering_services
'516672025788968961'	@Expedia - My hotel in Cabo won't be fixed before my trip in Nov! Help!! #HurricaneODILE #SadPanda	other_useful_information
'511661018968489985'	Video: Hurricane Odile Leaves Trail of Destruction in Baja Peninsula #NewsVideos http://t.co/8NIQPX64mM	infrastructure_and_utilities_damage
'512329046437273600'	PHOTOS: Damage after Hurricane #Odile slammed into Los Cabos, Mexico with 125 mph winds http://t.co/MbcUgOcCAx http://t.co/UvTQ8Ix4aa	infrastructure_and_utilities_damage
'511788432796831744'	Hurricane Odile damages Mexico's Baja California resorts - BBC News http://t.co/ZG0gPYnUxH via : [http://t.co/05Spa9HZ16]	infrastructure_and_utilities_damage
'512321305514098688'	RT @TVNweather: There is a risk of flash floods with this storm, follow @tvnwx to get warnings as they happen. #azwx #Odile http://t.co/58x…	caution_and_advice
'512016674607087616'	@DebbieViray @andersoncooper #LosCabos #Odile  Airport reopened for aid flights only. Limited for passengers to domestic major airports	other_useful_information
'511880644281266176'	"Los Cabos travel forum buzzing with #Odile damage/injury info. Plus a cry for help: ""Need A Pedicure!"" #WatchTheNews http://t.co/wbxmfzVi4y"	infrastructure_and_utilities_damage
'512135791045120001'	RT @ErinSaidItWould: Watch for very heavy rain to move in to So Az Wed evening &amp; continue through Thursday AM. #azwx #monsoon2014 #odile ht…	caution_and_advice
'511590538500247552'	Mashable news A Path of Hurricane Odile's Destruction, Seen Through Instagram: Hurricane Odile came ashore ove...  http://t.co/GaGhIb2TM5	infrastructure_and_utilities_damage
'511591893445386240'	Please put my parents in your prayers as they are in the middle of a hurricane in Mexico named Odile	sympathy_and_emotional_support
'514081580776960000'	RT @newsceci: As a Mexican official put it, only material damage from #odile @telenewsmex: https://t.co/rpYCWSoRqR http://t.co/VcXc0qH8OX	infrastructure_and_utilities_damage
'512250113193181184'	RT @Mooniac: Heartbreaking damage in Los Cabos includes the International Airport #odile #cabo #loscabos http://t.co/OmyL0LUDew	infrastructure_and_utilities_damage
'511635464139591681'	Hurricane #Odile Damage photos are starting to creep through on websites this morning from Hurricane Ravaged... http://t.co/0hybbCwudZ	infrastructure_and_utilities_damage
'511730608439959553'	RT @JohnETWilliams: Does anyone have information on emergency services and potable water in La Paz, BCS? #odile #HurricaneODILE #LaPaz	not_related_or_irrelevant
'514303024081420288'	RT @HotelChatter: Thinking @SammyHagar needs to start up donations for Cabo and Hurricane Odile relief. Any other celebs care to get involv…	donation_needs_or_offers_or_volunteering_services
'512315188234973184'	I'm very glad that my folks are alive and not seriously injured after #HurricaneODILE.  Mexican military will be airlifting them soon.	other_useful_information
'511942161643094017'	RT @lascUMCP: #HurricaneOdile has damaged #Mexico's Baja California resorts. Hotels and homes have been left without electricity! http://t.…	infrastructure_and_utilities_damage
'511590843677814784'	A Path of Hurricane Odile's Destruction, Seen Through Instagram http://t.co/eBUhBfFgxP #tech #socialmedia	infrastructure_and_utilities_damage
'511556381908815872'	Glad ur OK RT @albamoraroca: The morning after hurricane #Odile in los Cabos. I feel like in a Walking Dead episode. https://t.co/nH7q6Q8jMw	sympathy_and_emotional_support
'511520477559287808'	#World ▪ Hurricane Odile Strikes Mexico's Baja California: Residents and tourists hunkered down in shelters an... http://t.co/73vxFTMDJP	displaced_people_and_evacuations
'511616935432167425'	#HurricaneODILE destruction posts from #SanJosedelCabo - http://t.co/KxEdvyQoBI http://t.co/e5hCXefdg9	infrastructure_and_utilities_damage
'512297276304551936'	Promoting your raffle for #Cabo trip seems ill-timed due to current post-#Odile struggles @KarmaRescue  http://t.co/DlG8jy1qPH	other_useful_information
'514099813151801344'	Get involved! #surfershelpinghumans ONE WAY TO HELP ODILE VICTIMS http://t.co/75jmsvi7Hq #Surfline via @Surfline	donation_needs_or_offers_or_volunteering_services
'511520830283870208'	Hurricane Odile damage in Cabo San Lucas, Mexico, the morning after storm makes landfall - @LandsEndCharter http://t.co/nEhFcK5rM2	infrastructure_and_utilities_damage
'511999347387400192'	PHOTOS: #HurricaneOdile leaves path of destruction in #LosCabos #Mexico: http://t.co/oFCJFh6Wyf http://t.co/NlnLz8Ymh8	other_useful_information
'511592159070285824'	A Path of Hurricane Odile's Destruction, Seen Through Instagram http://t.co/cky2Cq5TDP #media	infrastructure_and_utilities_damage
'511596361267961858'	Our thoughts out to everyone who is in #baja and is being affected by #HurricaneODILE #Pleasestaysafe #Odile http://t.co/rydd6n3GHX	sympathy_and_emotional_support
'512261255931781120'	RT @Ikillthelight: NEED sandbags? Get them @ any LCFD station. More rain coming 2 LC due to remnants of #HurricaneODILE @CrucesSunNews http…	caution_and_advice
'511679687269961728'	@NBCLA Most powerful hurricane 2 EVER hit Baja w/huge destruction &amp; thousands of tourists on vacation n Cabo &amp; NBC DOESN'T cover?!? One pix?	infrastructure_and_utilities_damage
'511503824448540672'	Residents, Tourists Sent to Shelters as Hurricane Odile Makes Landfall #jobs #news #career #jobsila # http://t.co/n3R75U3P6j	displaced_people_and_evacuations
'513635711476826112'	RT @zamakeupartist: BBC News - Hurricane Odile: British woman found dead off Mexico coast http://t.co/6b22tdIJh4	injured_or_dead_people
'514199997630652416'	“@EsperanzaResort: After a more thorough assessment of  #HurricaneOdile damage we will now be closed until Nov 15, FB page for more info!”	other_useful_information
'511843077036986368'	RT @piscescabo: Cabo has been utterly devastated by the passage of category 3 Hurricane Odile. Electricity is not expected to be... http://…	infrastructure_and_utilities_damage
'511602866058846208'	RT @AMHQ: #HurricaneOdile is causing some serious damage to the Baja Peninsula. Some of the latest warnings for the area. http://t.co/L1Jgn…	infrastructure_and_utilities_damage
'512000348156727297'	@JohnKerry Thousands of Americans and Mexicans in danger in Baja after #HurricaneODILE Without emergency services and water. Please help.	donation_needs_or_offers_or_volunteering_services
'511590452978794496'	Mashable :: A Path of Hurricane Odile's Destruction, Seen Through Instagram http://t.co/UJi6FBJKmG #socialmedia	other_useful_information
'511609938603302912'	Any more pics of Playa grande damage? #odile #HurricaneODILE #Cabo #cabosanlucas	infrastructure_and_utilities_damage
'511554865685082114'	RT @TwitchyTeam: 'Life threatening,' 'strongest on record' Hurricane Odile makes landfall in Mexico. Major damage reported [photos] http://…	infrastructure_and_utilities_damage
'511953596410130432'	RT @BaronServices: A look at Tropical Storm #Odile's effects on rainfall in the southwestern US. http://t.co/8bJxKut0sp	infrastructure_and_utilities_damage
'514155367383969792'	Always happy to help. :-) RT @amwagoner #HurricaneODILE threw a trip into chaos. So thankful to have Julie Cary from @LibertyTravel!	donation_needs_or_offers_or_volunteering_services
'516559325775400960'	Hurricane in Cabo caused major damage to my grandmothers place ὡ5 Find out tomorrow if our trip will be cancelled #fingerscrossed	infrastructure_and_utilities_damage
'511555827107241984'	RT @MrsHullabaloo: prayers for all of the workers and fishermen who support the tourism industry in Los Cabos #HurricaneODILE #LosCabos	sympathy_and_emotional_support
'514408655173599232'	Hurricane Odile Damaged Mexico's Fishing and Farming Industry | http://t.co/fNHKzhrOd5 via @globalvoices	infrastructure_and_utilities_damage
'511638726209208320'	Cabo is getting blasted with a hurricane I can't watch. It hurts too much.	not_related_or_irrelevant
'511704871729238016'	@RedCross Assistance is needed in Los Cabos Mexico after #HurricaneODILE - please send help!	donation_needs_or_offers_or_volunteering_services
'514579983948595200'	❤ When tragedy strikes, so does kindness.   After Hurricane ODILE, this family decided to help thousands of... http://t.co/DuwEEGyZRU	donation_needs_or_offers_or_volunteering_services
'511439994683015168'	#News Residents, Tourists Sent to Shelters as Hurricane Odile Makes Landfall - ABC News http://t.co/GPKevK0GV6 Vía @Google	displaced_people_and_evacuations
'511632784075419648'	Hurricane Odile blazed a trail of destruction through Mexico's Baja California Peninsula that leveled... http://t.co/B6TRqXkozg	infrastructure_and_utilities_damage
'511666830457315328'	Hurricane Odile Slams Baja California; Extensive Damage Reported Across the ... - The Wea... http://t.co/ps7ZYzFIkD #hotel #resort #news	infrastructure_and_utilities_damage
'511567857923407873'	#Odile-Hilton Los Cabos guests &amp; employees are safe. No new arrivals accepted, assessing damage: http://t.co/CIT7xYPLJe #Cabo #hmrd via ^ac	infrastructure_and_utilities_damage
'511730147347931137'	#Follow for local #Odile info: @KimQuintero @ArizonaWeather @ChrisDunnCBS5 @ErinSaidItWould @CassandraJFOX5 @AZweatherchick @JorgeTWeather	other_useful_information
'511494662910398464'	Hurricane Odile to Bring Life-Threatening Conditions to Baja California | TheSurvivalPlaceBlog http://t.co/6SeUvHbAid	other_useful_information
'511705020975554562'	Looking at Hurricane #Odile damage in Los Cabos, Mexico w/ @alexgarcia_wx #LiveOnFoxSA @kabbfox29 http://t.co/axkCsU40km	infrastructure_and_utilities_damage
'512257212731777025'	Advisory #030 Watches/Warnings [kmz] - Tropical Storm ODILE (EP5/EP152014) http://t.co/eDVbtExB2T	caution_and_advice
'511465880975593472'	RT @Ciudad_D_Mexico: RT Residents, tourists wait in shelters as powerful Hurricane Odile makes lan#DFall in Mexico: The U.S. hurricane... h…	displaced_people_and_evacuations
'514074410550964224'	RT @ConnectCatholic: “@MailOnline: Hurricane Odile leaves a wake of destruction in Mexico http://t.co/VcdcOoTDiI http://t.co/bGEVFE9ton” #P…	infrastructure_and_utilities_damage
'511597262649434112'	A Path of Hurricane Odile's Destruction, Seen Through Instagram Hurricane Odile came ashore over Cabo San Luca http://t.co/VZj3CyROzZ	infrastructure_and_utilities_damage
'511827328821772290'	Weakening Odile pushes up Mexico's Baja California: About 30,000 tourists are in temporary shelters.  ... http://t.co/ynKo5UKHOa (USTO)	displaced_people_and_evacuations
'512050333975998464'	Hurricane Odile Blazed a Trail of Destruction Through Mexicos Baja Calif...: http://t.co/paOKamCvtd via @YouTube	infrastructure_and_utilities_damage
'511641301972824064'	Hurricane Odile Makes Landfall in Cabo; Damage Rprtd Across the Mx Peninsula - http://t.co/g1iggvr246 @weatherchannel http://t.co/Rqs8DiN6gp	infrastructure_and_utilities_damage
'511725336011083778'	RT @CaptBobLB: @CatholicRelief Much help is needed in Los Cabos Mexico after #HurricaneODILE	donation_needs_or_offers_or_volunteering_services
'516791558218072064'	RT @ChelseaLScott: #Calgary, help the people of of Los Cabos Hurricane Odile with this fun amazing event. @CalgaryConnect @yyc @nenshi http…	donation_needs_or_offers_or_volunteering_services
'511990527906951168'	RT @jenichun45: @deeweeezie @teeenuh89 eating our first meal in 2 days! no food, water, electricity!! straight chaos! #HurricaneODILE	other_useful_information
'511511159984640000'	RT @chillasgirl95: Prayers go out to all Cabo residents today! #Odile #Cabo @CabosNews	sympathy_and_emotional_support
'512092147475300352'	Our thoughts are with all of our Baja friends this week as they begin to survey the extensive damage from Hurricane Odile.	infrastructure_and_utilities_damage
'511906429180329984'	AUTO DEALERS SUFFER HURRICANE DAMAGE IN CABO SAN LUCAS	infrastructure_and_utilities_damage
'511896947527929857'	Odile leaves trail of destruction along Baja, heavy rain poised to inundate parts of Southwest http://t.co/mBIooXTcIL	infrastructure_and_utilities_damage
'514459191952818177'	More news on when #Cabo's main airport will reopen after damage by #HurricaneODILE : http://t.co/MR5FB37BxX #Odile #CaboStrong	infrastructure_and_utilities_damage
'511600596445429760'	Did a twitter search on Cabo and Westin and looks like the beautiful @WestinLosCabos was severely damaged by #HurricaneODILE	infrastructure_and_utilities_damage
'511537062151876608'	RT @StormhunterTWN: Seeing the damage that Odile has brought to Cabo San Lucas is sobering. Tough call on the intercept for that one. Hinds…	infrastructure_and_utilities_damage
'511617863023853568'	my heart hurts looking at the devastation from #HurricaneODILE in #Cabo.  hope all friends and family are okay.	sympathy_and_emotional_support
'514375113026699265'	BBC News - Hurricane Odile: British woman found dead off Mexico coast http://t.co/vQDKOlVKU4	injured_or_dead_people
'511692348636426240'	So, a Cat 4 hurricane showed up to Cabo shortly after we did. Long night, but safe. More storms to come. All good thoughts appreciated.	caution_and_advice
'511928146707238912'	Hurricane Odile causes major damage in Baja California - San Jose Mercury News http://t.co/xbkNzab0WW	infrastructure_and_utilities_damage
'511768762119651328'	Hurricane Odile Pummels Baja California; Dozens Injured, Thousands Evacuated, Buildings Destroyed http://t.co/7q7736DyLI #Science	injured_or_dead_people
'514672126222409728'	RT @UTsandiego: Los Cabos struggles after Hurricane Odile | Electricity has been restored to only 20 percent of the region: http://t.co/xSH…	infrastructure_and_utilities_damage
'511960041151533056'	Thanks everyone for your emails and concern. Our facilities were not heavily damaged and we will be back to work as soon as we can. #Odile	other_useful_information
'511676742248181760'	#Las Cabos International Airport in Cabo San Lucas reportedly closed until Sept. 22 due to damage from Hurricane... http://t.co/eQXkPBTmt4	infrastructure_and_utilities_damage
'512241022706151424'	RT @jenichun45: ppl at Cabo airport waiting to get rescued by Mexico military planes. #HurricaneODILE #RiuSantaFe http://t.co/S0p29fcXxU	displaced_people_and_evacuations
'511591853536186369'	#01Molleto A Path of Hurricane Odile's Destruction, Seen Through Instagram: Hurricane Odile... http://t.co/sq2EbSoqgr #HerreraTeamSwagga	infrastructure_and_utilities_damage
'511440491536084992'	http://t.co/jNOoUCUyMm Residents, Tourists Sent to Shelters as Hurricane Odile Makes Landfall - ABC News http://t.co/SScyvaIHkt #dailynews	displaced_people_and_evacuations
'511669120870264832'	Advisory #023A Watches/Warnings [kmz] - Hurricane ODILE (EP5/EP152014) http://t.co/NaBSsI36pR	caution_and_advice
'512100747211583488'	Thoughts and prayers to the staff &amp; their families of @LasVentanasCabo and all of the wonderful people of #CaboSanLucas. #HurricaneODILE	sympathy_and_emotional_support
'511648278531035136'	Major damage in Cabo San Lucas after Hurricane Odile http://t.co/4g6MJ7gFpV	infrastructure_and_utilities_damage
'514574465905078272'	"RT @joshduhamel: ""@LadyJo_817: Please keep us in ur thoughts. #TyphoonMario #Philippines  http://t.co/HEqaSMemcb"" Prayers w/ #Philippines &amp;…"	sympathy_and_emotional_support
'511839657764483072'	Los Cabos and La Pax, Mexico Airports damaged by Hurricane Odile http://t.co/476Qk1oMRM #Aviation #News	infrastructure_and_utilities_damage
'514189546104573952'	RT @MatadorNetwork: Please keep the victims of Hurricane Odile in your thoughts, and find a way to help them... http://t.co/aniwhe9pqG http…	sympathy_and_emotional_support
'511595011536736256'	Hurricane Odile Sends Residents, Tourists to Shelters as It Makes Landfall - ABC News http://t.co/hL4RhJ4spw	displaced_people_and_evacuations
'511729462728491008'	Resorts report damage from Hurricane Odile #Travel http://t.co/2SMdTzp5NT	infrastructure_and_utilities_damage
'511597868835426304'	As we said early morning, now we are Sending #Reiki again to #LosCabos #BCS #Mexico #HurricaneOdile	other_useful_information
'511716625477693441'	Hurricane Odile slams resort towns along Baja: About 30,000 tourists were forced into temporary shelters or... http://t.co/ky06MIYvZP	infrastructure_and_utilities_damage
'511744377173970944'	Hurricane slams Baja California: CABO SAN LUCAS, Mexico (AP) — Hurricane Odile blazed a trail of destruction t... http://t.co/teCCRB5zM0	infrastructure_and_utilities_damage
'511590645543079936'	A Path of Hurricane Odile's Destruction, Seen Through Instagram: Hurricane Odile came asho... http://t.co/Nw8ezTYiJv #Tech #DC #SanDiego	other_useful_information
'512033293605154816'	Our hearts and prayers go out to all that are affected by the Cabo San Lucas hurricane #HurricaneODILE	sympathy_and_emotional_support
'511835115370987521'	BBC News - Hurricane Odile damages Mexico's Baja California resorts http://t.co/4HnJsZT6e2 #Odile	infrastructure_and_utilities_damage
